;word;part_of_speech;Pozitivitate;Negativitate;Furie;Anticipare;Dezgust;Frica;Bucurie;Tristete;Surpriza;Incredere;wn_synset_id
2;lovi repetat;Expresie;0;1;1;0;0;1;0;0;0;0;ENG30-01398919-v
128;trimitere în judecată;Expresie;0;1;1;0;0;1;0;1;0;0;DEX
191;lovit în mod repetat;Expresie;0;1;0;0;0;1;0;1;0;0;OTHER
208;în mod voluntar;Expresie;1;0;0;0;0;0;0;0;0;1;DEX
251;dispus să accepte;Expresie;1;0;0;0;0;0;0;0;0;1;OTHER
277;semnal de alarmă;Expresie;0;1;0;0;0;1;0;0;1;0;ENG30-06803157-n
325;a calcula greșit;Expresie;0;1;0;0;0;0;0;0;0;0;OTHER
376;a strica cheful;Expresie;0;1;0;0;0;0;0;0;0;0;DEX
414;da savoare;Expresie;1;0;0;0;0;0;0;0;0;0;ENG30-00560122-v
420;zi de naștere;Expresie;1;0;0;1;0;0;1;0;1;0;ENG30-15250178-n
464;lua apărarea;Expresie;1;0;0;0;0;1;0;0;0;0;ENG30-00895304-v
465;ține partea;Expresie;1;0;0;0;0;1;0;0;0;0;ENG30-00895304-v
481;fără vlagă;Expresie;0;1;0;0;0;0;0;0;0;0;OTHER
497;plin de regrete;Expresie;1;0;0;0;0;0;0;0;0;1;ENG30-01150475-a
498;plin de remușcări;Expresie;1;0;0;0;0;0;0;0;0;1;ENG30-01150475-a
499;plin de căință;Expresie;1;0;0;0;0;0;0;0;0;1;ENG30-01150475-a
500;plin de părere de rău;Expresie;1;0;0;0;0;0;0;0;0;1;ENG30-01150475-a
529;prins în flagrant delict;Expresie;0;1;1;0;0;1;0;0;0;0;DEX
570;depozit de muniții;Expresie;0;0;0;0;0;0;0;0;0;1;ENG30-02743207-n
571;magazie militară;Expresie;0;0;0;0;0;0;0;0;0;1;ENG30-02743207-n
590;grup de oameni;Expresie;1;0;0;0;0;0;0;0;0;1;ENG30-07975026-n
688;cu atenție;Expresie;1;0;0;0;0;0;0;0;0;0;ENG30-00196417-r
705;boală arterială coronariană;Expresie;0;1;0;0;0;1;0;1;0;0;ENG30-14108713-n
706;boală coronariană;Expresie;0;1;0;0;0;1;0;1;0;0;ENG30-14108713-n
764;mers înainte;Expresie;1;0;0;1;0;1;1;0;1;0;ENG30-00249501-n
776;întâmplare fericită;Expresie;1;0;0;0;0;0;1;0;1;0;OTHER
866;copil din flori;Expresie;0;1;0;0;1;0;0;1;0;0;ENG30-09842823-n
878;lichid potabil;Expresie;1;0;0;0;0;0;0;0;0;0;ENG30-07881800-n
914;bibliotecă publică;Expresie;1;0;0;0;0;0;0;0;0;0;ENG30-03660664-n
930;da binecuvântare;Expresie;1;0;0;1;0;0;1;0;0;1;ENG30-00866505-v
945;casa Domnului;Expresie;1;0;0;1;0;0;1;0;0;1;ENG30-03028079-n
987;minge de foc;Expresie;1;0;0;0;0;0;0;0;0;0;
998;casă de prostituție;Expresie;0;1;0;0;1;0;0;0;0;0;ENG30-04581595-n
999;casă de toleranță;Expresie;0;1;0;0;1;0;0;0;0;0;ENG30-04581595-n
1032;tată mare;Expresie;0;0;0;0;0;0;0;0;0;1;ENG30-10142391-n
1037;bunuri de larg consum;Expresie;1;0;0;0;0;0;0;0;0;0;ENG30-03093574-n
1049;trup neînsuflețit;Expresie;0;0;0;0;0;0;0;1;0;0;
1080;calculator de buzunar;Expresie;1;0;0;0;0;0;0;0;0;1;ENG30-02938886-n
1108;prim ministru;Expresie;0;0;0;0;0;0;0;0;0;1;ENG30-09906986-n
1195;al doisprezecelea ceas;Expresie;0;0;0;1;0;1;0;0;0;0;ENG30-15244942-n
1209;rămăşiţe pământeşti;Expresie;0;1;0;0;0;0;0;1;0;0;
1210;boltă cerească;Expresie;1;0;0;0;0;0;0;0;0;0;ENG30-09436708-n
1255;arunca banii pe fereastră;Expresie;0;1;0;0;0;0;0;0;0;0;ENG30-01158181-v
1264;mană cerească;Expresie;1;0;0;0;0;0;1;0;1;0;ENG30-07477587-n
1288;chemare în judecată;Expresie;0;1;0;0;0;0;0;0;0;0;DEX
1323;mari clasici;Expresie;1;0;0;0;0;0;1;0;0;0;
1341;malul mării;Expresie;1;0;0;0;0;0;0;0;0;0;ENG30-09428293-n
1355;forță de legătură;Expresie;0;0;0;0;0;0;0;0;0;1;ENG30-00382109-n
1426;pe de-a-ntregul;Expresie;1;0;0;0;0;0;0;0;0;0;
1462;comutarea pedepsei;Expresie;1;0;0;0;0;0;0;0;0;0;ENG30-06548498-n
1588;simț moral;Expresie;1;0;0;0;0;0;0;0;0;1;ENG30-09184136-n
1589;simț al binelui și al răului;Expresie;1;0;0;0;0;0;0;0;0;1;ENG30-09184136-n
1613;cont bancar;Expresie;0;0;0;0;0;0;0;0;0;1;ENG30-13359690-n
1614;avea încredere;Expresie;1;0;0;0;0;0;0;0;0;1;ENG30-00688377-v
1636;merge înainte;Expresie;1;0;0;1;0;0;0;0;0;1;ENG30-02747922-v
1662;intra în conflict;Expresie;0;1;0;0;0;0;0;0;0;0;ENG30-02567147-v
1671;prinde contur;Expresie;1;0;0;0;0;0;0;0;0;0;ENG30-02623906-v
1672;prinde formă;Expresie;1;0;0;0;0;0;0;0;0;0;ENG30-02623906-v
1696;uni forțele;Expresie;1;0;0;0;0;0;0;0;0;0;ENG30-02416278-v
1777;pune coarne;Expresie;0;1;1;0;0;0;0;1;0;0;ENG30-02576503-v
1781;fără milă;Expresie;0;1;1;0;0;1;0;0;0;0;ENG30-01507402-a
1794;dus cu pluta;Expresie;0;1;0;0;0;0;0;0;0;0;
1804;culoare în obraji;Expresie;1;0;0;0;0;0;0;0;0;0;
1817;în necunoștință de cauză;Expresie;0;1;0;0;0;0;0;0;0;0;DEX
1820;roșu de furie;Expresie;0;1;1;0;0;0;0;0;0;0;OTHER
1832;tărie sufletească;Expresie;1;0;0;0;0;0;0;0;0;0;
1853;curățenie sufletească;Expresie;1;0;0;0;0;0;0;0;0;0;ENG30-13990389-n
1855;lua cureaua la;Expresie;0;1;1;0;0;1;0;0;0;0;OTHER
1859;factor poștal;Expresie;0;0;0;0;0;0;0;0;0;1;ENG30-10283037-n
1862;accident cerebral;Expresie;0;1;0;0;0;1;0;1;0;0;ENG30-14082303-n
1866;ictus apoplectic;Expresie;0;1;0;0;0;1;0;1;0;0;ENG30-14082303-n
1867;face curte;Expresie;1;0;0;1;0;0;1;0;0;1;DEX
1872;femeie de stradă;Expresie;0;1;0;0;1;0;0;0;0;0;ENG30-10485440-n
1909;de felicitare;Expresie;1;0;0;0;0;0;1;0;0;0;
1999;face plăcere;Expresie;1;0;0;0;0;0;1;0;0;0;ENG30-01815628-v
2019;cu resemnare;Expresie;0;1;0;0;0;0;0;1;0;0;ENG30-00441740-r
2026;duh rău;Expresie;0;1;1;0;1;1;0;0;0;0;DEX
2039;depăși așteptările;Expresie;1;0;0;1;0;0;1;0;0;0;DEX
2070;întors pe dos;Expresie;0;1;0;0;0;0;0;1;0;0;DEX
2211;de prost gust;Expresie;0;1;0;0;1;0;0;0;0;0;ENG30-00400722-r
2291;cu pumnul în masă;Expresie;0;1;1;0;0;1;0;0;0;0;DEX
2314;dispărea ca prin farmec;Expresie;0;0;0;0;0;0;0;0;1;0;DEX
2319;face nevăzut;Expresie;0;1;0;0;0;1;0;1;1;0;DEX
2324;lipsă de respect;Expresie;0;1;1;0;1;1;0;0;0;0;ENG30-04915687-n
2365;face o digresiune;Expresie;0;1;0;1;0;0;0;0;0;0;ENG30-00780575-v
2384;vânător de fuste;Expresie;0;1;0;0;0;0;0;0;0;0;ENG30-10787197-n
2389;ține sub papuc;Expresie;0;1;0;0;0;1;0;0;0;0;ENG30-02646931-v
2406;aspru încercat;Expresie;0;1;0;0;0;0;0;1;0;0;
2408;de dragul;Expresie;1;0;0;0;0;0;0;0;0;0;ENG30-05143077-n
2504;da afară;Expresie;0;1;1;0;0;0;0;1;0;0;ENG30-02403537-v
2506;pune pe liber;Expresie;0;1;1;0;0;0;0;1;0;0;ENG30-02403537-v
2507;face vânt;Expresie;0;1;1;0;0;0;0;1;0;0;ENG30-02403537-v
2552;pune capăt;Expresie;0;1;1;0;0;0;0;0;0;0;ENG30-00355038-v
2601;da afară din casă;Expresie;0;1;1;0;1;1;0;1;0;0;DEX
2635;lua foc;Expresie;0;1;1;0;0;1;0;0;0;0;ENG30-01795428-v
2636;și ieși din fire;Expresie;0;1;1;0;0;1;0;0;0;0;ENG30-01795428-v
2637;ieși la pepeni;Expresie;0;1;1;0;0;1;0;0;0;0;ENG30-01795428-v
2656;materie fecală;Expresie;0;1;0;0;1;0;0;0;0;0;ENG30-14854262-n
2721;cadru universitar;Expresie;1;0;0;0;0;0;0;0;0;1;ENG30-09759069-n
2722;profesor universitar;Expresie;1;0;0;0;0;0;0;0;0;1;ENG30-09759069-n
2798;de bun augur;Expresie;1;0;0;1;0;0;1;0;1;1;ENG30-00177547-a
2802;cu febrilitate;Expresie;0;1;0;0;0;0;0;0;0;0;ENG30-00141485-r
2835;orânduire feudală;Expresie;0;1;1;0;0;0;0;1;0;0;ENG30-07972425-n
2836;societate feudală;Expresie;0;1;1;0;0;0;0;1;0;0;ENG30-07972425-n
2860;ultimă sută de metri;Expresie;0;0;0;1;0;0;0;0;0;0;ENG30-15257692-n
2875;strigător la cer;Expresie;0;1;1;0;1;0;0;0;0;0;ENG30-00253498-r
2931;frate bun;Expresie;1;0;0;0;0;0;0;0;0;1;ENG30-09876454-n
2932;frate adevărat;Expresie;1;0;0;0;0;0;0;0;0;1;ENG30-09876454-n
2949;pasă proastă;Expresie;0;1;0;0;0;0;0;1;0;0;DEX
2976;câștiga pâinea;Expresie;1;0;0;0;0;0;0;0;0;1;DEX
2997;încărca stomacul;Expresie;0;1;0;0;0;0;0;0;0;0;DEX
3001;barcă de salvare;Expresie;1;0;0;0;0;0;0;0;0;0;ENG30-03662601-n
3042;întinde o cursă;Expresie;0;1;0;0;0;0;0;0;1;0;DEX
3053;în grabă;Expresie;0;1;0;1;0;0;0;0;0;0;ENG30-00206479-r
3055;grad academic onorofic;Expresie;1;0;0;0;0;0;0;0;0;0;ENG30-06705079-n
3056;titlu academic onorific;Expresie;1;0;0;0;0;0;0;0;0;0;ENG30-06705079-n
3106;fi groază de;Expresie;0;1;0;1;0;1;0;0;0;0;
3123;gură căscată;Expresie;0;1;0;0;0;0;0;0;0;0;ENG30-09877587-n
3140;matca focului;Expresie;0;1;1;0;1;1;0;1;0;0;ENG30-05629682-n
3180;fi în beznă;Expresie;0;1;0;0;0;0;0;0;0;0;ENG30-00595505-v
3196;strânge în brațe;Expresie;1;0;0;0;0;0;1;0;0;1;ENG30-01425511-v
3199;strângere în brațe;Expresie;1;0;0;0;0;0;1;0;0;1;ENG30-00417397-n
3212;fi de acord;Expresie;1;0;0;0;0;0;0;0;0;1;ENG30-01063930-v
3214;punct mort;Expresie;0;1;0;0;0;0;0;0;0;0;ENG30-14015361-n
3235;în fața;Expresie;1;0;0;0;0;0;0;0;0;0;ENG30-00067513-r
3238;în spate;Expresie;0;1;0;0;0;0;0;0;0;0;ENG30-00074407-r
3239;în urmă;Expresie;0;1;0;0;0;0;0;0;0;0;ENG30-00074407-r
3287;avea încredere;Expresie;0;0;0;0;0;0;0;0;0;1;ENG30-02481819-v
3293;lăsa pe mâna;Expresie;0;0;0;0;0;0;0;0;0;1;ENG30-02362916-v
3317;da avânt;Expresie;1;0;0;0;0;0;1;0;0;1;ENG30-02554922-v
3400;căzut pe gânduri;Expresie;0;0;0;0;0;0;0;1;0;0;ENG30-02419159-a
3424;pune coarne;Expresie;0;1;1;0;1;0;0;1;0;0;ENG30-02576503-v
3429;trage pe sfoară;Expresie;0;1;1;0;0;0;0;0;0;0;ENG30-02572119-v
3469;activitate educațională;Expresie;1;0;0;0;0;0;0;0;0;1;ENG30-00883297-n
3482;luare în posesie;Expresie;0;1;0;0;0;0;0;0;0;0;ENG30-00083975-n
3483;cădea ghinionul;Expresie;0;1;0;0;0;1;0;1;1;0;
3514;trage cu urechea;Expresie;0;1;0;0;0;0;0;0;0;0;ENG30-02189168-v
3611;mustrare de conștiință;Expresie;1;0;0;0;1;0;0;1;0;0;ENG30-07536074-n
3617;prinde în capcană;Expresie;0;1;0;1;0;1;0;0;1;0;ENG30-02578008-v
3687;da aere;Expresie;0;1;0;0;0;0;0;0;0;0;ENG30-00883226-v
3688;da ifose;Expresie;0;1;0;0;0;0;0;0;0;0;ENG30-00883226-v
3700;casă de copii;Expresie;0;0;0;0;0;0;0;1;0;0;ENG30-03856012-n
3729;licărire de speranță;Expresie;1;0;0;1;0;0;1;0;1;0;DEX
3763;lovi cu pumnul;Expresie;0;1;1;0;0;0;0;0;0;0;ENG30-01412759-v
3764;da un pumn;Expresie;0;1;1;0;0;0;0;0;0;0;ENG30-01412759-v
3801;nu zice nici pâs;Expresie;0;1;0;0;0;1;0;0;0;0;DEX
3813;om de paie;Expresie;0;1;0;0;0;0;0;0;0;0;ENG30-09976551-n
3831;martor ocular;Expresie;0;0;0;0;0;0;0;0;0;1;ENG30-10786033-n
3855;da nuiele;Expresie;0;1;1;0;0;1;0;0;0;0;DEX
3932;fără scrupule;Expresie;0;1;1;0;1;0;0;1;0;0;ENG30-10522324-n
3960;țintă falsă;Expresie;0;0;0;0;0;0;0;0;1;0;
3973;bun simț;Expresie;1;0;0;0;0;0;0;0;0;0;ENG30-05615147-n
4018;da năvală;Expresie;0;0;1;0;0;0;0;0;1;0;ENG30-01126051-v
4165;din întâmplare;Expresie;0;0;0;0;0;0;0;0;1;0;ENG30-00420004-r
4217;avea succes;Expresie;1;0;0;0;0;0;1;0;0;1;DEX
4238;ofițer militar;Expresie;1;0;0;0;0;0;0;0;0;1;ENG30-10317007-n
4263;uita urât la;Expresie;0;1;1;0;0;1;0;0;0;0;DEX
4268;parotidită epidemică;Expresie;0;1;0;0;0;0;0;0;0;0;ENG30-14138178-n
4285;păcat că;Expresie;0;1;0;0;0;0;0;1;0;0;DEX
4286;păcat de;Expresie;0;1;0;0;0;0;0;1;0;0;DEX
4301;alb la față;Expresie;0;1;0;0;0;1;0;1;0;0;DEX
4303;trage cu urechea;Expresie;0;1;0;0;0;0;0;0;0;0;DEX
4329;lăsa semne;Expresie;0;1;0;0;0;0;0;0;0;0;ENG30-01531998-v
4330;lăsa urme;Expresie;0;1;0;0;0;0;0;0;0;0;ENG30-01531998-v
4376;cu perseverență;Expresie;1;0;0;0;0;0;0;0;0;0;ENG30-00272435-r
4411;deschizător de drum;Expresie;1;0;0;0;0;0;0;0;0;0;ENG30-10434725-n
4430;zi de salariu;Expresie;1;0;0;1;0;0;1;0;0;1;ENG30-15172782-n
4431;zi de salar;Expresie;1;0;0;1;0;0;1;0;0;1;ENG30-15172782-n
4432;zi de leafă;Expresie;1;0;0;1;0;0;1;0;0;1;ENG30-15172782-n
4560;moment prezent;Expresie;1;0;0;1;0;0;1;0;1;1;ENG30-15120050-n
4561;momentul de față;Expresie;1;0;0;1;0;0;1;0;1;1;ENG30-15120050-n
4564;prezență de spirit;Expresie;1;0;0;0;0;0;0;0;0;0;ENG30-04862747-n
4583;pune mâna;Expresie;0;0;0;0;0;1;0;0;0;0;ENG30-01215421-v
4612;prognoză meteo;Expresie;0;0;0;1;0;0;0;0;0;1;ENG30-06749729-n
4626;drept de proprietate;Expresie;1;0;0;0;0;0;0;0;0;0;ENG30-13241057-n
4637;de aur;Expresie;1;0;0;0;0;0;1;0;0;0;ENG30-01149195-a
4716;bine făcut;Expresie;1;0;0;0;0;0;0;0;0;1;ENG30-02321809-a
4732;putrezi în închisoare;Expresie;0;1;0;0;1;1;0;1;0;0;ENG30-00093775-v
4750;da de furcă;Expresie;0;1;1;0;0;0;0;0;0;0;DEX
4794;stare de război;Expresie;0;1;0;0;0;1;0;0;0;0;ENG30-13981403-n
4854;tăia vorba;Expresie;0;1;1;0;0;0;0;0;0;0;DEX
4855;reteza vorba;Expresie;0;1;1;0;0;0;0;0;0;0;DEX
4868;părere de rău;Expresie;0;1;0;0;0;0;0;1;0;0;ENG30-07534430-n
4894;ține minte;Expresie;0;0;0;0;0;0;0;0;0;1;ENG30-00610010-v
4948;face o rugăciune;Expresie;1;0;0;1;0;1;1;0;1;1;ENG30-00759944-v
4992;în formă;Expresie;1;0;0;0;0;0;0;0;0;0;ENG30-01017161-a
5004;sări de bucurie;Expresie;1;0;0;0;0;0;1;0;0;0;ENG30-01813668-v
5005;fi în al nouălea cer;Expresie;1;0;0;0;0;0;1;0;0;0;ENG30-01813668-v
5050;cere iertare;Expresie;1;0;0;0;0;0;0;1;0;1;DEX
5053;văl de mister;Expresie;0;0;0;0;0;0;0;0;1;1;
5061;cod numeric;Expresie;0;0;0;0;0;0;0;0;0;1;ENG30-06425065-n
5067;servi în armată;Expresie;1;0;0;0;0;0;0;0;0;1;ENG30-02411621-v
5156;rază de soare;Expresie;1;0;0;0;0;0;1;0;0;0;ENG30-11485582-n
5191;rupe spatele;Expresie;0;1;0;0;0;0;0;0;0;0;ENG30-02421199-v
5201;simț practic;Expresie;1;0;0;0;0;0;0;0;0;0;DEX
5211;apă de ploaie;Expresie;0;1;0;0;0;0;0;0;0;0;DEX
5230;o șterge;Expresie;0;1;0;0;0;1;0;0;0;0;ENG30-02010864-v
5231;șterge putina;Expresie;0;1;0;0;0;1;0;0;0;0;ENG30-02010864-v
5301;cu miez;Expresie;1;0;0;0;0;0;0;0;0;0;ENG30-01497245-a
5314;da pe gât;Expresie;0;1;0;0;0;0;0;0;0;0;ENG30-01169433-v
5315;trage la măsea;Expresie;0;1;0;0;0;0;0;0;0;0;ENG30-01169433-v
5378;persoană tânără;Expresie;1;0;0;0;0;0;1;0;0;0;ENG30-10804406-n
5399;în vogă;Expresie;1;0;0;0;0;0;0;0;0;0;
5417;nu își găsi locul;Expresie;0;1;0;0;0;1;0;0;0;0;DEX
5418;nu își afla locul;Expresie;0;1;0;0;0;1;0;0;0;0;DEX
5496;pune umărul;Expresie;1;0;0;0;0;0;0;0;0;1;DEX
5565;bine dispus;Expresie;1;0;0;0;0;0;1;0;0;0;ENG30-00362467-a
5569;bună dispoziție;Expresie;1;0;0;1;0;0;1;0;0;1;ENG30-04634161-n
5574;voie bună;Expresie;1;0;0;1;0;0;1;0;0;1;ENG30-04634161-n
5593;stare de alertă;Expresie;1;0;0;1;0;1;0;0;1;0;ENG30-14036043-n
5617;Baba Cloanța;Expresie;0;1;0;0;1;1;0;0;0;0;BILI-00000141
5630;fără rost;Expresie;0;1;0;0;0;0;0;1;0;0;ENG30-01497736-a
5653;zi de zi;Expresie;0;0;0;1;0;0;0;0;0;0;ENG30-01968165-a
5707;anhidridă arsenioasă;Expresie;0;1;0;0;1;1;0;1;0;0;ENG30-14629149-n
5709;trioxid de arsen;Expresie;0;1;0;0;1;1;0;1;0;0;ENG30-14629149-n
5808;consiliu de miniștri;Expresie;0;0;0;0;0;0;0;0;0;1;ENG30-08381820-n
5811;mireasa Domnului;Expresie;1;0;0;0;0;0;0;0;0;1;ENG30-10368009-n
5812;mireasa lui Dumnezeu;Expresie;1;0;0;0;0;0;0;0;0;1;ENG30-10368009-n
5827;animal carnivor;Expresie;0;0;0;0;0;1;0;0;0;0;ENG30-02075296-n
5852;urs grizzly;Expresie;0;0;0;0;0;1;0;0;0;0;ENG30-02132580-n
5862;piatră de încercare;Expresie;0;1;1;0;0;1;0;0;1;0;ENG30-04345915-n
5867;ciocolată caldă;Expresie;1;0;0;1;0;0;1;0;0;0;ENG30-07922764-n
5872;trage clapa;Expresie;0;1;1;0;0;0;0;0;0;0;DEX
5877;ieși din cochilie;Expresie;0;1;0;0;0;1;0;0;1;0;DEX
5900;Congresul Statelor Unite;Expresie;0;0;0;0;0;0;0;0;0;1;ENG30-08161757-n
5901;Congresul Statelor Unite ale Americii;Expresie;0;0;0;0;0;0;0;0;0;1;ENG30-08161757-n
5902;Congresul SUA;Expresie;0;0;0;0;0;0;0;0;0;1;ENG30-08161757-n
5903;Congresul S.U.A.;Expresie;0;0;0;0;0;0;0;0;0;1;ENG30-08161757-n
5939;cădea de acord;Expresie;1;0;0;0;0;0;0;0;0;0;ENG30-00764032-v
5974;da vânt;Expresie;0;1;1;0;0;0;0;0;0;0;ENG30-00113726-n
5975;da brânci;Expresie;0;1;1;0;0;0;0;0;0;0;ENG30-00113726-n
5982;credincios practicant;Expresie;0;0;0;0;0;0;0;0;0;1;ENG30-09922485-n
5995;punct culminant;Expresie;0;0;0;1;0;0;0;0;0;0;ENG30-15291199-n
6024;cutremur de pământ;Expresie;0;1;0;0;0;1;0;1;1;0;ENG30-07428954-n
6120;face silă;Expresie;0;1;0;0;1;0;0;0;0;0;DEX
6139;azil politic;Expresie;0;1;0;0;0;1;0;0;0;1;DEX
6150;diagnostic medical;Expresie;0;0;0;1;0;1;0;0;0;1;ENG30-00153105-n
6168;regim alimentar;Expresie;0;0;0;1;0;0;0;0;0;0;ENG30-01070187-n
6194;disident politic;Expresie;0;0;1;0;0;1;0;0;0;0;ENG30-10018532-n
6209;privi de sus;Expresie;0;1;0;0;1;0;0;0;0;0;DEX
6259;senzație dureroasă;Expresie;0;1;0;0;0;0;0;0;0;0;ENG30-05724694-n
6298;boala copiilor;Expresie;0;1;0;0;0;1;0;1;0;0;ENG30-14086143-n
6312;pune etichetă;Expresie;0;1;0;0;0;0;0;0;0;0;ENG30-01031109-v
6313;gaze de eșapament;Expresie;0;1;0;0;1;0;0;0;0;0;ENG30-14837364-n
6361;pedeapsă capitală;Expresie;0;1;1;0;0;1;0;1;0;0;ENG30-01163779-n
6362;pedeapsă cu moartea;Expresie;0;1;1;0;0;1;0;1;0;0;ENG30-01163779-n
6364;imaginație creatoare;Expresie;1;0;0;0;0;0;1;0;0;0;ENG30-05633672-n
6448;unitate navală;Expresie;1;0;0;0;0;0;0;0;0;0;ENG30-08191532-n
6484;pas greșit;Expresie;0;1;0;0;0;0;0;1;0;0;ENG30-00076196-n
6557;cu brațele deschise;Expresie;1;0;0;1;0;0;1;0;0;1;ENG30-00494948-r
6558;cu toată inima;Expresie;1;0;0;1;0;0;1;0;0;1;ENG30-00494948-r
6597;împăca cu;Expresie;1;0;0;1;0;0;1;0;0;0;DEX
6616;plin de sine;Expresie;0;1;1;0;1;0;0;0;0;0;ENG30-00589448-a
6638;sfâșia inima;Expresie;0;1;0;0;0;0;0;1;0;0;ENG30-01797582-v
6668;de temut;Expresie;0;1;0;0;1;1;0;1;0;0;ENG30-00193799-a
6709;întârziere mintală;Expresie;0;1;0;0;0;0;0;1;0;0;MED
6713;avea de gând;Expresie;0;0;0;1;0;0;0;0;0;1;ENG30-00708538-v
6751;realizare remarcabilă;Expresie;1;0;0;1;0;0;1;0;0;0;ENG30-00036762-n
6779;concediu de odihnă;Expresie;1;0;0;1;0;0;1;0;0;0;ENG30-15139018-n
6809;lovitură de stat;Expresie;0;1;1;0;0;0;0;0;1;0;ENG30-01145015-n
6845;șef de echipă;Expresie;1;0;0;0;0;0;0;0;0;1;ENG30-10119874-n
6916;da colțul;Expresie;0;1;0;0;0;1;0;1;0;0;ENG30-00358431-v
6917;înghiți gutuia;Expresie;0;1;0;0;0;1;0;1;0;0;ENG30-00358431-v
6918;o mierli;Expresie;0;1;0;0;0;1;0;1;0;0;ENG30-00358431-v
6931;spune gogoși;Expresie;0;1;1;0;0;0;0;0;0;0;ENG30-00835294-v
6990;băga în datorii;Expresie;0;1;1;0;0;1;0;1;0;0;DEX
7000;intervenție chirurgicală;Expresie;0;0;0;0;0;1;0;0;0;1;ENG30-00671351-n
7012;la revedere;Expresie;0;0;0;1;0;0;0;0;0;0;ENG30-06629610-n
7015;tratat de pace;Expresie;1;0;0;1;0;0;1;0;0;1;ENG30-06773976-n
7021;pune la zid;Expresie;0;1;1;0;0;1;0;1;0;0;DEX
7025;bun rămas;Expresie;0;1;0;0;0;0;0;1;0;0;ENG30-06629392-n
7026;rămas bun;Expresie;0;1;0;0;0;0;0;1;0;0;ENG30-06629392-n
7027;numai bine;Expresie;0;1;0;0;0;0;0;1;0;0;ENG30-06629392-n
7028;cu bine;Expresie;0;1;0;0;0;0;0;1;0;0;ENG30-06629392-n
7049;duce dorul;Expresie;0;0;0;0;0;0;0;1;0;0;DEX
7060;poliță de asigurare;Expresie;1;0;0;0;0;0;0;0;0;1;ENG30-06523641-n
7074;postul mare;Expresie;0;0;0;0;0;0;0;1;0;0;ENG30-15242029-n
7113;desenator tehnic;Expresie;1;0;0;0;0;0;0;0;0;1;ENG30-10029269-n
7129;băgare de seamă;Expresie;0;0;0;1;0;1;0;0;0;0;ENG30-04664314-n
7172;pe arătură;Expresie;0;1;0;0;0;1;0;0;0;0;ENG30-00293077-r
7219;da binețe;Expresie;1;0;0;0;0;0;0;0;0;0;ENG30-00899597-v
7224;sete de sânge;Expresie;0;1;1;0;1;1;0;0;0;0;ENG30-07485203-n
7243;om de știință;Expresie;1;0;0;0;0;0;0;0;0;1;ENG30-10560637-n
7267;duce de nas;Expresie;0;1;1;0;0;0;0;0;0;0;ENG30-00839194-v
7268;trage pe sfoară;Expresie;0;1;1;0;0;0;0;0;0;0;ENG30-00839194-v
7269;arunca praf în ochi;Expresie;0;1;1;0;0;0;0;0;0;0;ENG30-00839194-v
7274;șef de trib;Expresie;1;0;0;0;0;0;0;0;0;1;ENG30-10164025-n
7279;pace sufletească;Expresie;1;0;0;1;0;0;1;0;0;1;ENG30-07515790-n
7281;liniște sufletească;Expresie;1;0;0;1;0;0;1;0;0;1;ENG30-07515790-n
7286;lipsă de respect;Expresie;0;1;1;0;1;1;0;0;0;0;ENG30-04915687-n
7326;hrană spirituală;Expresie;1;0;0;0;0;0;1;0;0;0;ENG30-05811214-n
7331;așeza la casa lui;Expresie;1;0;0;0;0;0;1;0;0;1;DEX
7392;pe neașteptate;Expresie;0;0;0;0;0;0;0;0;1;0;ENG30-00040719-r
7470;A Doua Venire;Expresie;1;0;0;1;0;0;1;0;0;1;ENG30-07322550-n
7484;voie bună;Expresie;1;0;0;1;0;0;1;0;0;1;ENG30-07530478-n
7485;bună dispoziție;Expresie;1;0;0;1;0;0;1;0;0;1;ENG30-07530478-n
7526;tragere de inimă;Expresie;1;0;0;1;0;0;1;0;0;1;ENG30-04835724-n
7542;bun venit;Expresie;1;0;0;0;0;0;1;0;0;0;OTHER
7547;da afară;Expresie;0;1;1;0;0;0;0;1;0;0;ENG30-02403537-v
7549;pune pe liber;Expresie;0;1;1;0;0;0;0;1;0;0;ENG30-02403537-v
7550;face vânt;Expresie;0;1;1;0;0;0;0;1;0;0;ENG30-02403537-v
7572;pierde cunoștința;Expresie;0;1;0;0;0;1;0;1;0;0;ENG30-00023646-v
7574;pune bețe în roate;Expresie;0;1;1;0;0;0;0;0;0;0;ENG30-02558172-v
7582;nou născut;Expresie;1;0;0;0;0;0;1;0;0;0;ENG30-09827683-n
7605;vedea roșu în fața ochilor;Expresie;0;1;1;0;0;0;0;0;0;0;DEX
7606;forță morală;Expresie;1;0;0;0;0;0;0;0;0;1;DEX
7607;tărie de caracter;Expresie;1;0;0;0;0;0;0;0;0;1;DEX
7610;cuvânt de onoare;Expresie;1;0;0;1;0;0;0;0;0;1;ENG30-07227301-n
7634;întors pe dos;Expresie;0;1;1;0;0;0;0;0;0;0;DEX
7636;bătaie de cap;Expresie;0;1;0;0;0;0;0;0;0;0;DEX
7649;rupe inima;Expresie;0;1;0;0;0;0;0;1;0;0;DEX
7650;cu brațele deschise;Expresie;1;0;0;1;0;0;1;0;0;0;ENG30-00494948-r
7651;cu toată inima;Expresie;1;0;0;1;0;0;1;0;0;0;ENG30-00494948-r
7657;în silă;Expresie;0;1;1;0;0;0;0;0;0;0;ENG30-00091259-r
